French Quarter Suites|Memphis,Best Western Suites Memphis,0.6
Marriott|Memphis,Clarion Hotel Memphis,0.533333333333
Courtyard by Marriott|Annapolis,Courtyard Hotel Fort Meade Annapolis Junction,0.619047619048
Best Wstern Historic Annapolis|Annapolis,Best Western Hotel Annapolis,0.6875
Homestead Academy|Annapolis,Homestead Studio Suites Annapolis,0.6
OCallaghan Hotel|Annapolis,Village Inn Annapolis,0.47619047619
Fairfield Inn|Lake Charles,Red Roof Inn Lake Charles,0.56
Courtyard Lincroft Red Bank|Tinton Falls,Courtyard Hotel Tinton Falls,0.5
Extended StayAmerica Middletown|Tinton Falls,Holiday Inn Eatontown Tinton Falls,0.384615384615
Courtyard at Monmouth Shores|Tinton Falls,Courtyard Hotel Tinton Falls,0.486486486486
Holiday Inn Tinton Falls|Tinton Falls,Holiday Inn Eatontown Tinton Falls,0.6875
Ocean Place Resort|Tinton Falls,Holiday Inn Eatontown Tinton Falls,0.358974358974
Sheraton|Tinton Falls,Holiday Inn Eatontown Tinton Falls,0.413793103448
Staybridge Suites|Tinton Falls,Comfort Inn & Suites Tinton Falls,0.486486486486
La Quinta West Long Branch|Tinton Falls,Holiday Inn Eatontown Tinton Falls,0.468085106383
Sunrise Suites Tinton Falls now Comfort Inn and Suites not yet reported to the board|Tinton Falls,Comfort Inn & Suites Tinton Falls,0.409090909091
Days Inn Prescott Valley|Prescott - Camp Verde,Holiday Inn Express Prescott (Arizona),0.518518518519
Florida Hotel and Conference Center Zone AIRPORT WESTFL MALL|Orlando,Holiday Inn International Airport Orlando,0.52380952381
Hyatt Regency|Orlando,Hyatt Place Hotel Orlando,0.583333333333
Holiday Inn|Orlando,Holiday Inn Hotel & Suites Orlando,0.6875
Holiday Inn Express|Orlando,Holiday Inn Hotel & Suites Orlando,0.7
Wingate Inn|Orlando,Knights Inn Orlando,0.636363636364
Resort  Gaylord Palms Resort|Orlando,International Palms Resort Orlando,0.666666666667
Resort Omni at Champions Gate|Orlando,Global Resort Homes Cypress Pointe Orlando,0.507936507937
Celebration Hotel  A Kessler Hotel|Orlando,Elite Vacations Highlands Reserve Hotel Orlando,0.535714285714
now Saratoga Resort Villas not yet reported|Orlando,Sheraton Vistana Resort Villas Orlando,0.547945205479
Radisson Resort Celebration|Orlando,Renaissance Resort SeaWorld Orlando,0.62962962963
Clarion Maingate|Orlando,Clarion Inn & Suites Orlando,0.666666666667
Disney All Star Music|Orlando,Radisson Hotel UCF Orlando,0.470588235294
Hampton Inn Lake Buena Vista|Orlando,Hampton Inn Universal Orlando,0.69387755102
Radisson Worldgate|Orlando,Radisson Hotel UCF Orlando,0.58064516129
Ramada Celebration Hotel and Conference Center|Orlando,Ramada Inn Convention Center Orlando,0.676923076923
Lexington Sun Resort|Orlando,Lexington Suites Universal Orlando,0.652173913043
Calypso Cay Hotel and Suites|Orlando,Clarion Inn & Suites Orlando,0.615384615385
Holiday Inn Nikki Bird|Orlando,Holiday Inn Hotel & Suites Orlando,0.651162790698
Home Suite Home|Orlando,Homewood Suites UCF Orlando,0.647058823529
Seralago Hotel and Suites|Orlando,Enclave Suites Orlando,0.666666666667
Days Inn Maingate East|Orlando,Days Inn Universal Maingate Orlando,0.69387755102
now Americas Best Inn Maingate East not yet reported to the board|Orlando,Howard Johnson Inn International Airport Orlando,0.457142857143
Lexington Orlando City Place|Orlando,Lexington Suites Universal Orlando,0.595744680851
now Sonesta Orlando Downtown not yet reported to the board|Orlando,Sonesta Hotel Downtown Orlando,0.5
Ivanhoe Plaza|Orlando,Rosen Plaza Hotel Orlando,0.666666666667
bidding no longer offered int this zone  unknown downgrade or no longer participating|Orlando,Hilton Garden Inn International Drive North Orlando,0.40625
Resort  Disney Dolphin rare|Orlando,Residence Inn Airport Orlando,0.5
Resort  Disney Swan rare|Orlando,Crestwood Suites Disney Orlando,0.510638297872
Resort Hilton Bonnet Creek|Orlando,Rosen Shingle Creek Hotel Orlando,0.577777777778
Resort  Hilton in Walt Disneyworld|Orlando,Residence Inn SeaWorld Orlando,0.571428571429
Resort Hyatt Regency Grand Cypress|Orlando,Hyatt Regency Hotel International Airport Orlando,0.571428571429
Wyndham Palace Resort And Spa Resort|Orlando,Wyndham Resort Orlando,0.608695652174
Doubletree Guest Suites in the Walt Disney World Resort|Orlando,Doubletree Resort International Drive Orlando,0.586956521739
Radisson Lake Buena Vista|Orlando,Fairfield Inn & Suites Lake Buena Vista Orlando,0.6875
Best Western Lake Buena Vista|Orlando,Best Western Inn West Orlando,0.68
Regal Sun Resort|Orlando,Club Resort Orlando,0.666666666667
Residence Inn Lake Buena Vista|Orlando,Fairfield Inn & Suites Lake Buena Vista Orlando,0.695652173913
Sheraton Safari|Orlando,Sheraton Suites Airport Orlando,0.631578947368
Staybridge Suites LBV|Orlando,Staybridge Suites International Drive Orlando,0.689655172414
Fairfield Inn in Marriott Village|Orlando,Courtyard Hotel Marriott Village Orlando,0.7
Orlando Vista|Orlando,Vista Cay Resort Orlando,0.47619047619
Comfort Inn Lake Buena Vista|Orlando,Fairfield Inn & Suites Lake Buena Vista Orlando,0.686567164179
Sheraton Orlando North Hotel|Orlando,Sheraton Suites Airport Orlando,0.684210526316
Homestead Studio|Orlando,Homewood Suites Universal Studios Orlando,0.612244897959
Wellesley Inn and Suites  Southpark|Orlando,Days Inn and Suites UCF Research Park Orlando,0.625
Resort JW Marriott Grande Lakes|Orlando,Ritz Carlton Hotel Grande Lakes Orlando,0.666666666667
Destination Parkway|Orlando,Westgate Palace Hotel Orlando,0.529411764706
Renaissance Orlando Resort Resort  may be temporary due to construction|Orlando,Renaissance Resort SeaWorld Orlando,0.527472527473
Radisson IDrive|Orlando,Radisson Hotel International Drive Orlando,0.681818181818
Holiday Inn Maingate to Universal|Orlando,Holiday Inn Express Hotel & Suites Universal Orlando,0.694444444444
Wyndham Orlando IDrive|Orlando,Wyndham Resort Orlando,0.689655172414
now Best Western Orlando Gateway not yet reported to the board|Orlando,Best Western Gateway Hotel Orlando,0.533333333333
Wellesley Inn IDrive|Orlando,Best Western International Drive Orlando,0.538461538462
Ramada Inn  unknown priceline participant|Orlando,Ramada Inn Convention Center Orlando,0.608695652174
La Quinta|Orlando,La Quinta Inn Winter Park Orlando,0.529411764706
Sheraton|Atlantic Beach,Sheraton Oceanfront Hotel Atlantic Beach (North Carolina),0.592592592593
Comfort Inn North Dartmouth|Massachusetts Southeast Suburbs,Comfort Inn & Suites Ludlow (Massachusetts),0.63829787234
InterContinental the Clement Monterey|Monterey,The Clement Hotel Monterey,0.564102564103
Monterey Plaza Hotel and Spa|Monterey,Monterey Plaza Hotel,0.666666666667
North Fremont St|Monterey,The Clement Hotel Monterey,0.518518518519
Carmel Mission Inn|Monterey,Colton Inn Monterey,0.571428571429
bidding not currently offered in this zone|Monterey,Best Western De Anza Inn Monterey,0.393939393939
Sanctuary Beach Resort|Monterey,Best Western Beach Resort Monterey,0.68085106383
Resort Marina Dunes|Monterey,Americas Best Value Inn & Suites Monterey,0.470588235294
La Quinta|Bowling Green,La Quinta Inn & Suites Bowling Green (Kentucky),0.418604651163
Microtel Inn|Bowling Green,Microtel Inn Bowling Green (Kentucky),0.666666666667
Hyatt Place|Birmingham,Hyatt Place Hotel Downtown Birmingham (Alabama),0.6875
Homestead Studio Suites Perimeter South|Birmingham,Homewood Suites Inverness Birmingham (Alabama),0.53125
Aloft Birmingham|Birmingham,Marriott Hotel Birmingham (Alabama),0.461538461538
Courytard Homewood|Birmingham,Courtyard Hotel Downtown Birmingham (Alabama),0.648648648649
Towneplace Suites Homewood|Birmingham,Embassy Suites Hoover Birmingham (Alabama),0.553191489362
La Quinta Homewood|Birmingham,La Quinta Inn Birmingham (Alabama),0.645161290323
Radisson Waterfront|Morgantown,Waterfront Place Hotel Morgantown (West Virginia),0.571428571429
Waterfront Place Hotel not yet reported|Morgantown,Waterfront Place Hotel Morgantown (West Virginia),0.64
Best Western|Cannon Falls,Best Western Saratoga Inn Cannon Falls,0.648648648649
Bricktown Hotel and Convention Center|Oklahoma City,Bricktown Hotel Oklahoma City,0.486486486486
La Quinta|Oklahoma City,La Quinta Inn Airport Oklahoma City,0.6
Northwest Expressway|Oklahoma City,Country Inn & Suites Expressway Oklahoma City,0.627450980392
AllAmerican Inn|Sandusky,Clarion Inn Sandusky,0.692307692308
Best Western Zion Park Inn|Hurricane,Best Western Hotel Hurricane Mills,0.631578947368
Courtyard|Syracuse,Courtyard Hotel Carrier Circle East Syracuse,0.529411764706
bidding no longer offered in this zone|Syracuse,Econo Lodge University Syracuse (New York),0.416666666667
Fairfield Inn believed zone accurate  awaiting user confirmation|Syracuse,Clarion Inn & Suites Fairgrounds,0.395833333333
Holiday Inn Old Collamer Road|Syracuse,Holiday Inn Carrier Circle East Syracuse,0.654545454545
Ramada Inn Buckly Rd|Syracuse,Ramada Inn North Syracuse,0.666666666667
Crowne Plaza|Syracuse,Microtel Inn East Syracuse,0.416666666667
Genesee Grande Hotel|Syracuse,Genesee Grande Hotel Syracuse (New York),0.682926829268
Parkview Hotel|Syracuse,Parkview Hotel Syracuse (New York),0.551724137931
Days Inn|Syracuse,Ramada Inn North Syracuse,0.666666666667
Wingate By Wyndham|Tuscaloosa,Wingate Hotel Tuscaloosa,0.56
DoubleTree Suites Gateway Center|Phoenix,Doubletree Guest Suites Phoenix,0.654545454545
Carefree Resort and Villas|Phoenix,Marriott Canyon Villas Hotel Phoenix,0.5
Courtyard ChandlerFashion Center|Phoenix,Courtyard Hotel Avondale West Phoenix,0.642857142857
Radisson|Phoenix,Radisson Hotel Airport Phoenix,0.64
San Marcos Crowne Plaza Resort|Phoenix,Crowne Plaza Hotel Airport Phoenix,0.666666666667
La Quinta|Phoenix,La Quinta Inn North Phoenix,0.642857142857
Hyatt Regency Civic Plaza|Phoenix,Hyatt Regency Hotel Phoenix,0.684210526316
Sheraton|Phoenix,Sheraton Crescent Hotel Phoenix,0.64
Lexington Hotel|Phoenix,Lexington Hotel Central Phoenix,0.666666666667
Radisson|Phoenix,Radisson Hotel Airport Phoenix,0.64
Resort Radisson Ft McDowell|Phoenix,Radisson Hotel City Center Phoenix,0.541666666667
Holiday Inn Hotel and Suites Fountain HillsMayo Clinic|Phoenix,Holiday Inn Hotel & Suites Airport Phoenix,0.621621621622
Staybridge Suites|Phoenix,Candlewood Suites Phoenix,0.588235294118
Resort Wigwam Resort|Phoenix,Arizona Grand Resort Phoenix,0.6
Park Plaza North|Phoenix,Hyatt Place Hotel North Phoenix,0.647058823529
Comfort Inn not yet reported to the board|Phoenix,Comfort Suites Metro Center Phoenix,0.558823529412
Resort Fairmont Princess|Phoenix,Red Roof Inn West Phoenix,0.487804878049
Westin Kierland Resort and Spa|Phoenix,Arizona Grand Resort Phoenix,0.608695652174
Residence Inn Phoenix North MOVED to new Happy Valley zone|Phoenix,Residence Inn Desert View Mayo Clinic Phoenix,0.590909090909
Thunderbird Suites|Phoenix,Candlewood Suites Phoenix,0.628571428571
Hilton Garden Inn NorthPerimeter there is another HGI in the area as well|Phoenix,Hilton Garden Inn Airport North Phoenix,0.538461538462
Orange Tree Golf Resort|Phoenix,Legacy Golf Resort Phoenix,0.634146341463
Resort Hyatt Regency Scottsdale|Phoenix,Hyatt Regency Hotel Phoenix,0.590909090909
Resort InterContinental Montelucia|Phoenix,Americas Best Inn Pear Tree Motel Phoenix (Oregon),0.507462686567
Resort JW Marriott Camelback Inn Resort|Phoenix,JW Marriott Desert Ridge Resort Phoenix,0.628571428571
Resort Scottsdale Resort and Conference Center|Phoenix,Comfort Suites Metro Center Phoenix,0.521739130435
Resort Marriott Mountain Shadows|Phoenix,Marriott Canyon Villas Hotel Phoenix,0.518518518519
Doubletree Paradise Valley|Phoenix,Doubletree Guest Suites Phoenix,0.571428571429
Hilton Scottsdale Resort|Phoenix,Pointe Hilton Squaw Peak Resort Phoenix,0.618181818182
Scottsdale Plaza Resort|Phoenix,Crowne Plaza Hotel Airport Phoenix,0.636363636364
Hotel Indigo|Phoenix,Hotel Highland Phoenix,0.428571428571
Mondrian|Phoenix,Comfort Inn Phoenix,0.526315789474
Hotel Theodore not yet reported to the board|Phoenix,Homewood Suites Airport South Phoenix,0.507462686567
Marriott Suites Old Town|Phoenix,Quality Inn and Suites Downtown Phoenix,0.627450980392
Millenium McCormick Ranch|Phoenix,Hilton Garden Inn Airport North Phoenix,0.392857142857
Scottsdale Cottonwoods Resort|Phoenix,Econo Lodge Airport Phoenix,0.5
Residence Inn Paradise Valley|Phoenix,Residence Inn Airport Phoenix,0.64
Clarion Hotel Scottsdale|Phoenix,Clarion Hotel Tech Center Phoenix,0.615384615385
Homestead Scottsdale|Phoenix,Embassy Suites Scottsdale Phoenix,0.666666666667
Fiesta Resort|Phoenix,Legacy Golf Resort Phoenix,0.58064516129
Marriott Buttes|Phoenix,Marriott Hotel Airport Phoenix,0.625
Wyndham Buttes Resort|Phoenix,Arizona Biltmore Resort Phoenix,0.590909090909
now Hyatt Place Phoenix Airport believed to be|Phoenix,Hyatt Place Hotel North Phoenix,0.561403508772
Innsuites Hotel and Suites|Phoenix,Best Western InnSuites Hotel & Suites Phoenix,0.69387755102
Marriott|Phoenix,Marriott Hotel Airport Phoenix,0.64
Avon Old Farms Hotel|Hartford,Econo Lodge East Hartford,0.4
Courtyard Windsor|Hartford,Comfort Inn & Suites East Hartford,0.432432432432
DoubleTree Hotel|Hartford,Super 8 Motel Hartford,0.347826086957
Hilton Garden Inn|Hartford,Hilton Hotel Hartford,0.521739130435
Ella Grasso Turnpike|Hartford,Holiday Inn Express Hotel & Suites Hartford,0.408163265306
Fairfield Inn Windsor Locks BDL Airport|Hartford,Holiday Inn Express Downtown Hartford,0.388059701493
Marriott|Hartford,Marriott Hotel Downtown Hartford,0.615384615385
Fairfield Inn and Suites Plainville|Hartford,Comfort Inn & Suites East Hartford,0.509803921569
Courtyard|Hartford,Ramada Hotel New Hartford,0.4
Residence Inn Manchester|Hartford,Residence Inn Downtown Hartford,0.695652173913
Extended StayAmerica|Hartford,AmericInn Hotel Hartford (Wisconsin),0.413793103448
Crowne Plaza Cromwell|Hartford,Crowne Plaza Hotel Downtown Hartford,0.697674418605
Marriott Rocky Hill|Hartford,Marriott Hotel Downtown Hartford,0.540540540541
Holiday Inn City Center|Sioux Falls,Holiday Inn Sioux Falls,0.647058823529
Kelly Inn|Sioux Falls,Holiday Inn Sioux Falls,0.6
Chatanoogan|Chattanooga,Hampton Inn Downtown Chattanooga,0.451612903226
Marriott at the Convention Center|Chattanooga,Microtel Inn Hamilton Place Chattanooga,0.466666666667
previously|Chattanooga,Sheraton Read House Hotel Chattanooga,0.344827586207
Holiday Inn Downtown Waterfront|Duluth,Holiday Inn Hotel & Suites Downtown Duluth (Minnesota),0.655737704918
Radisson|Duluth,Radisson Hotel Harborview Duluth (Minnesota),0.571428571429
Courtyard by Marriott Eden Prairie|Minneapolis-St. Paul,Marriott Hotel West Minneapolis,0.458333333333
Hyatt Place|Minneapolis-St. Paul,Hyatt Regency Hotel Minneapolis,0.583333333333
Residence Inn Eden Prairie Eden Prairie|Minneapolis-St. Paul,Residence Inn Depot Minneapolis,0.586206896552
Extended Stay America Eden Prairie Eden Prairie|Minneapolis-St. Paul,Doubletree Hotel Park Place Minneapolis,0.405797101449
Homestead Studio Suites Eden Prairie|Minneapolis-St. Paul,Holiday Inn Express Hotel & Suites Golden Valley Minneapolis,0.481012658228
Crowne Plaza Riverfront|Minneapolis-St. Paul,Crowne Plaza Hotel Northstar Downtown Minneapolis,0.654545454545
Four Points|Minneapolis-St. Paul,Comfort Suites Minneapolis,0.56
Holiday Inn River Center|Minneapolis-St. Paul,Holiday Inn Metrodome Minneapolis,0.666666666667
Best Western Kelley Inn|Minneapolis-St. Paul,Best Western Normandy Inn & Suites Minneapolis,0.631578947368
Marriott Southwest Opus Parkway  Minnetonka|Minneapolis-St. Paul,Marriott Hotel West Minneapolis,0.456140350877
Marriott West Wayzata Blvd|Minneapolis-St. Paul,Marriott Hotel West Minneapolis,0.65
Sheraton West Minnetonka|Minneapolis-St. Paul,Sheraton Midtown Hotel Minneapolis,0.7
Doubletree Norwalk|Los Angeles - San Gabriel Valley,Doubletree Hotel Commerce Los Angeles,0.684210526316
Radisson Hotel Whittier|Los Angeles - San Gabriel Valley,Radisson Hotel Airport Los Angeles,0.685714285714
Howard Johnson Pico Rivera|Los Angeles - San Gabriel Valley,Howard Johnson Inn & Suites Reseda Los Angeles,0.7
Courtyard Monrovia|Los Angeles - San Gabriel Valley,Courtyard Hotel LAX Los Angeles,0.6875
Doubletree|Los Angeles - San Gabriel Valley,Doubletree Hotel Commerce Los Angeles,0.666666666667
Residence Inn Arcadia|Los Angeles - San Gabriel Valley,Residence Inn Beverly Hills Los Angeles,0.666666666667
Springhill Suites Arcadia|Los Angeles - San Gabriel Valley,Staybridge Suites Chatsworth Los Angeles,0.528301886792
Days Inn Duarte|Los Angeles - San Gabriel Valley,Days Inn Studio City Los Angeles,0.628571428571
Sheraton|Los Angeles - San Gabriel Valley,Sheraton Hotel Gateway Los Angeles,0.64
Hilton|Los Angeles - San Gabriel Valley,Hilton Checkers Hotel Los Angeles,0.571428571429
Pasadena Inn|Los Angeles - San Gabriel Valley,Tarzana Inn Los Angeles,0.695652173913
Pacific Palms Conference Resort|Los Angeles - San Gabriel Valley,Wilshire Crest Hotel Los Angeles,0.444444444444
Radisson Suites|Los Angeles - San Gabriel Valley,Radisson Hotel Airport Los Angeles,0.6875
Courtyard Hacienda Heights|Los Angeles - San Gabriel Valley,Courtyard Hotel Century City Los Angeles,0.65306122449
Grand Park Inn|Los Angeles - San Gabriel Valley,Tarzana Inn Los Angeles,0.64
Holiday Inn Meadowlands Racetrack Rd  Washington PA|Pittsburgh Suburbs - South,Holiday Inn Express Hotel & Suites South San Francisco,0.525
Courtyard Fishkill|Poughkeepsie - Fishkill,Courtyard Hotel Poughkeepsie,0.666666666667
Homestead Hotel Suites Fishkill|Poughkeepsie - Fishkill,Homestead Studio Suites Poughkeepsie Fishkill,0.677419354839
Ramada Inn Fishkill|Poughkeepsie - Fishkill,Hampton Inn & Suites Poughkeepsie,0.461538461538
Courtyard Kingston|Poughkeepsie - Fishkill,Courtyard Hotel Poughkeepsie,0.666666666667
Howard Johnson|Poughkeepsie - Fishkill,Holiday Inn Fishkill,0.48
Ramada NewburghWest Point|Poughkeepsie - Fishkill,Residence Inn Poughkeepsie,0.368421052632
Raymond Diehl Road|Tallahassee,Cabot Lodge Thomasville Road Tallahassee,0.521739130435
Courtyard by Marriott Capital|Tallahassee,Courtyard Hotel North Tallahassee,0.577777777778
La Quinta|Tallahassee,La Quinta Inn North Tallahassee,0.642857142857
Marriott Bay Point Golf Resort And Spa|Panama City Beach,High Pointe Resort Panama City Beach,0.538461538462
Courtyard|Salinas,Courtyard Hotel Monterey Salinas,0.642857142857
Americas Best Inn|Portsmouth - Kittery,Americas Best Value Inn & Suites Portsmouth (Virginia),0.69387755102
Best Western York Inn|Portsmouth - Kittery,Best Western Wynwood Hotel & Suites Portsmouth (New Hampshire),0.666666666667
Radisson Resort at the Port|Cocoa Beach - Merritt Island,Discovery Beach Resort Cocoa Beach,0.530612244898
Country Inn and Suites|Cocoa Beach - Merritt Island,Quality Suites Cocoa Beach,0.625
Doubletree Oceanfront|Cocoa Beach - Merritt Island,Hilton Hotel Oceanfront Cocoa Beach,0.666666666667
Hilton|Cocoa Beach - Merritt Island,Hilton Hotel Oceanfront Cocoa Beach,0.5
Ramada Inn Kennedy Space Center|Cocoa Beach - Merritt Island,La Quinta Inn & Suites Oceanfront Cocoa Beach,0.46875
Best Western Space Shuttle Inn|Cocoa Beach - Merritt Island,Best Western Ocean Beach Hotel & Suites Cocoa Beach,0.625
Quality Inn not yet reported to the board|Cocoa Beach - Merritt Island,La Quinta Inn & Suites Oceanfront Cocoa Beach,0.459459459459
Comfort Inn|Cocoa Beach - Merritt Island,The Inn Cocoa Beach,0.555555555556
Courtyard South|Chicago Suburbs,Courtyard Hotel Midway Airport Chicago,0.6
Doubletree not yet reported|Chicago Suburbs,Doubletree Hotel Magnificent Mile Chicago,0.581818181818
Sheraton Suites Elk Grove|Chicago Suburbs,Sheraton Hotel & Towers Chicago,0.604651162791
AmeriSuites|Chicago Suburbs,Ameristar Hotel East Chicago,0.7
Jaeson Suites Arlington Heights not yet reported|Chicago Suburbs,Springhill Suites Downtown River North Chicago,0.488372093023
Comfort Inn Romeoville|Chicago Suburbs,Comfort Inn and Suites Downtown Chicago,0.571428571429
Country Inn and Suites|Chicago Suburbs,City Suites Hotel Chicago,0.689655172414
ExtendedStay America|Chicago Suburbs,Eugenie Terrace Apartment Chicago,0.444444444444
Holiday Inn and Suites Chicago Northwest Elgin|Chicago Suburbs,Holiday Inn Hotel & Suites Downtown Chicago,0.666666666667
Country Inn and Suites|Chicago Suburbs,City Suites Hotel Chicago,0.689655172414
Courtyard ElginWest Dundee|Chicago Suburbs,Courtyard Hotel Magnificent Mile Chicago,0.603773584906
Holdiay Inn Elmhurst|Chicago Suburbs,Holiday Inn Mart Plaza Chicago,0.666666666667
Country Inn and Suites|Chicago Suburbs,City Suites Hotel Chicago,0.689655172414
Extended StayAmerica|Chicago Suburbs,The Standard Club Hotel Chicago,0.486486486486
Hilton Garden Inn|Chicago Suburbs,Hilton Garden Inn Downtown Magnificent Mile Chicago,0.566666666667
Hyatt Place|Chicago Suburbs,Sutton Place Hotel Chicago,0.695652173913
Amerisuites|Chicago Suburbs,Ameristar Hotel East Chicago,0.7
Baymont Inn|Chicago Suburbs,Days Inn Chicago,0.631578947368
Candlewood Suites|Chicago Suburbs,Comfort Suites Chicago,0.645161290323
Eaglewood Resort|Chicago Suburbs,Oakwood Apartments Chicago,0.529411764706
Westin Northwest|Chicago Suburbs,The Westin Hotel River North Chicago,0.615384615385
Wyndham Northwest|Chicago Suburbs,Wyndham Hotel Chicago,0.583333333333
Courtyard Wood Dale|Chicago Suburbs,Courtyard Hotel Magnificent Mile Chicago,0.608695652174
Doubletree Wood Dale Itasca|Chicago Suburbs,Doubletree Hotel Magnificent Mile Chicago,0.581818181818
Holiday Inn Holidome|Chicago Suburbs,Holiday Inn Midway Airport Chicago,0.652173913043
Hyatt Place Itasca|Chicago Suburbs,DeWitt Place Apartment Chicago,0.55
Amerisuites Itasca|Chicago Suburbs,Ameristar Hotel East Chicago,0.592592592593
Hyatt|Chicago Suburbs,Park Hyatt Hotel Chicago,0.666666666667
Wyndham Hotel Lisle|Chicago Suburbs,Wyndham Hotel Chicago,0.666666666667
Holiday Inn Select Naperville|Chicago Suburbs,Holiday Inn Mart Plaza Chicago,0.627450980392
Marriott Hickory Ridge Conference Hotel|Chicago Suburbs,Marriott Hotel Medical District Chicago,0.508474576271
Courtyard by Marriott|Chicago Suburbs,Courtyard Hotel Midway Airport Chicago,0.695652173913
Hampton Inn Naperville|Chicago Suburbs,Hampton Inn & Suites Downtown Chicago,0.549019607843
Homestead Studio Suites|Chicago Suburbs,The Silversmith Hotel and Suites Chicago,0.565217391304
Hyatt Lodge at McDonalds Campus|Chicago Suburbs,Hyatt Regency Hotel McCormick Place Chicago,0.491803278689
Westin Lombard|Chicago Suburbs,The Westin Hotel River North Chicago,0.486486486486
DoubleTree Guest Suites Downers Grove|Chicago Suburbs,Doubletree Hotel Magnificent Mile Chicago,0.523076923077
DoubleTree Oakbrook|Chicago Suburbs,Doubletree Hotel Magnificent Mile Chicago,0.510638297872
Marriott Suites Downers Grove|Chicago Suburbs,Manilow Suites One Superior Place Chicago,0.612903225806
Courtyard Oakbrook Terrace|Chicago Suburbs,Courtyard Hotel Downtown River North Chicago,0.561403508772
Hilton Garden Inn Oakbrook|Chicago Suburbs,Hilton Garden Inn Downtown Magnificent Mile Chicago,0.579710144928
Holiday Inn Oakbrook formerly the Four Points Sheraton|Chicago Suburbs,Holiday Inn Hotel & Suites Downtown Chicago,0.52380952381
Hyatt Place LombardOakbrook|Chicago Suburbs,DeWitt Place Apartment Chicago,0.489795918367
Amerisuites|Chicago Suburbs,Ameristar Hotel East Chicago,0.7
Staybridge Suites|Chicago Suburbs,City Suites Hotel Chicago,0.642857142857
Hampton Inn Lombard|Chicago Suburbs,Carlton Inn Midway Chicago,0.594594594595
Homestead Suites LombardOakbrook|Chicago Suburbs,Homewood Suites Downtown Chicago,0.571428571429
Homestead Suites Westmont|Chicago Suburbs,Homewood Suites Downtown Chicago,0.69387755102
Extended StayAmerica Hillside|Chicago Suburbs,The Standard Club Hotel Chicago,0.434782608696
Holiday Inn Express Palatine|Chicago Suburbs,Holiday Inn Mart Plaza Chicago,0.68
Courtyard|Chicago Suburbs,Conrad Hotel Chicago,0.666666666667
Marriott Schaumburg|Chicago Suburbs,Marriott Midway Hotel Chicago,0.588235294118
Sheraton Chicago Northwest|Chicago Suburbs,Sheraton Hotel & Towers Chicago,0.636363636364
Doubletree Schaumburgh|Chicago Suburbs,Doubletree Hotel Magnificent Mile Chicago,0.52
Wyndham Garden|Chicago Suburbs,Wyndham Hotel Chicago,0.666666666667
Hotel Indigo|Chicago Suburbs,Inn of Chicago,0.5
Radisson|Chicago Suburbs,Fairmont Hotel Chicago,0.5
Holiday Inn Express SchaumburghHoffman Estates|Chicago Suburbs,Holiday Inn Express Hotel & Suites Midway Airport Chicago,0.6
Holiday Inn Rolling Meadows|Chicago Suburbs,Holiday Inn Mart Plaza Chicago,0.612244897959
Homestead Studio Suites|Chicago Suburbs,The Silversmith Hotel and Suites Chicago,0.565217391304
Marriott Southwest At Burr Ridge|Chicago Suburbs,Marriott Hotel Downtown Magnificent Mile Chicago,0.537313432836
Extended StayAmerica Burr Ridge|Chicago Suburbs,Bitter End Yacht Club Resort Chicago,0.440677966102
La Quinta not yet reported|Chicago Suburbs,La Quinta Inn & Suites Downtown Chicago,0.561403508772
Holiday Inn Express and Suites Gateway To Yosemite|Chowchilla,Holiday Inn Express Hotel & Suites Chowchilla,0.693333333333
Grand Gateway Hotel|The Black Hills,Marriott Waterway Hotel The Woodlands,0.533333333333
Holiday Inn Rushmore Plaza|The Black Hills,Holiday Inn Express Canyon Park Bothell,0.631578947368
Radisson Mount Rushmore|The Black Hills,Radisson Fort McDowell Resort Fountain Hills,0.615384615385
Hotel Alex Johnson|The Black Hills,Howard Johnson Hotel Bethel (Connecticut),0.692307692308
Glen Cove Harrison Conference Center|Long Island - Nassau,Quality Inn and Conference Center Grand Island,0.646153846154
Broad Hollow Road|Long Island - Nassau,Bay Willows Inn Middletown (Rhode Island),0.5
Hilton Garden Inn PlainviewMelville|Long Island - Nassau,Hilton Garden Inn Airport Warwick (Rhode Island),0.666666666667
Marriott Melville|Long Island - Nassau,Marriott Hotel Long Beach,0.64
Courtyard|Newark,Courtyard Hotel Airport Newark (New Jersey),0.666666666667
Courtyard Fairfield Napa Valley|Napa - Sonoma,RiverPointe Napa Valley Resort,0.456140350877
Holiday Inn Express|Napa - Sonoma,Chablis Inn Napa,0.466666666667
Doubletree|Napa - Sonoma,Travelodge Hotel Napa,0.4
Sheraton|Napa - Sonoma,Hawthorn Suites Napa,0.434782608696
Flamingo Resort and Spa|Napa - Sonoma,Meritage Resort Napa,0.588235294118
Fountaingrove Inn|Napa - Sonoma,The Carneros Inn Napa,0.545454545455
Hilton Sonoma County|Napa - Sonoma,Hilton Garden Inn Napa,0.540540540541
Hyatt Vineyard Creek|Napa - Sonoma,Vineyard Inn Sonoma,0.5625
Courtyard Santa Rosa|Napa - Sonoma,Chardonnay Lodge Napa,0.444444444444
Renaissance Lodge|Napa - Sonoma,Travelodge Hotel Napa,0.592592592593
Courtyard Vallejo|Napa - Sonoma,Chardonnay Lodge Napa,0.424242424242
