Clarion Conference Center|Northampton - Amherst,Campus Center Hotel Amherst (Massachusetts),0.473684210526
Radisson|Grand Rapids,Grand Inn Grand Rapids,0.588235294118
Hilton|Grand Rapids,Hilton Hotel Airport Grand Rapids,0.571428571429
OR|Grand Rapids,Country Inn Grand Rapids (Minnesota),0.307692307692
Holiday Inn Select|Grand Rapids,Holiday Inn Downtown Grand Rapids,0.684210526316
La Quinta|Dothan,La Quinta Inn & Suites Dothan,0.58064516129
OR|Bakersfield,Courtyard Hotel Bakersfield,0.363636363636
Sheraton|Bakersfield,Hampton Inn Bakersfield,0.526315789474
Holiday Inn Ft Detrick|Frederick,Holiday Inn Express Frederick,0.682926829268
Crowne Plaza|Lafayette,Crowne Plaza Hotel South Acadiana Lafayette,0.6
OR|Lafayette,Courtyard Hotel Lafayette (Indiana),0.363636363636
with Fitness same as Drury Inn|Lafayette,Hilton Garden Inn Wabash Landing West Lafayette,0.451612903226
East  Habor Area|Galveston,Harbor House Hotel Galveston,0.5
REVIEW|Galveston,Hotel Galvez Galveston,0.333333333333
OR|Galveston,Four Points Hotel Galveston,0.307692307692
Baymont Inn and Suites West and Seawall ZONE|Galveston,Baymont Inn and Suites Galveston,0.666666666667
Quality Inn Houston at NASA|Galveston,Quality Inn and Suites Beachfront Galveston,0.571428571429
Flagship Hotel|Galveston,The Flagship Hotel Over the Water Galveston,0.444444444444
Holiday Inn Sunspree Resort|Gatlinburg - Pigeon Forge,Cold Creek Resort Pigeon Forge,0.636363636364
OR|Gatlinburg - Pigeon Forge,Gatlinburg Towers Hotel,0.5
REVIEW|Gatlinburg - Pigeon Forge,Riverside Inn Pigeon Forge,0.421052631579
or|Gatlinburg - Pigeon Forge,Gatlinburg Towers Hotel,0.5
REVIEW|Myrtle Beach,Bay View Resort Myrtle Beach,0.380952380952
OR|Myrtle Beach,Myrtle Beach Resort,0.5
Omni Marina Tower|Corpus Christi,Best Western Marina Grand Hotel Corpus Christi,0.47619047619
Ramada|Bishop,Ramada Limited Hotel Bishop (California),0.6
Wingate by Wyndham|Clarksville,Wingate Hotel Clarksville (Tennessee),0.512820512821
Westin Alexandria|Alexandria - Old Town,Westin Hotel Alexandria (Virginia),0.521739130435
|Alexandria - Old Town,,0.0
OR|Alexandria - Old Town,Lorien Hotel Alexandria (Virginia),0.5
OR|Alexandria - Old Town,Lorien Hotel Alexandria (Virginia),0.5
Holiday Inn Historic District|Alexandria - Old Town,Holiday Inn Hotel & Suites Alexandria (Virginia),0.64
Super|Harrisonburg,Super 8 Motel Harrisonburg,0.555555555556
La Quinta|Tulsa,La Quinta Inn East Tulsa,0.666666666667
Doubletree|Tulsa,Doubletree Hotel Downtown Tulsa,0.666666666667
Hilton|Tulsa,Hampton Inn Tulsa,0.470588235294
OR|Tulsa,Courtyard Hotel Tulsa,0.363636363636
Holiday Inn Select correct zone  awaiting user confirmation|Tulsa,Holiday Inn Express Hotel & Suites Downtown Tulsa,0.556701030928
Days Inn Titusville|Kennedy Space Center - Titusville,Days Inn Titusville (Florida),0.592592592593
Crowne Plaza MonroeJamesburg|Central Jersey,Crowne Plaza Hotel Newark Airport Elizabeth (New Jersey),0.607142857143
OR|Arlington,Hotel Palomar Arlington (Virginia),0.444444444444
Hilton Arlington and Towers|Arlington,Hilton Hotel Arlington (Texas),0.6
OR|Arlington,Hotel Palomar Arlington (Virginia),0.444444444444
Customer Favorite|Arlington,Comfort Suites Arlington (Texas),0.58064516129
Isle of Capri|Biloxi,Isle Casino Hotel Biloxi,0.666666666667
Ramada Conference Center|Morgantown,Red Carpet Inn Suites Morgantown,0.444444444444
Doubletree Natiional Airport|Crystal City - Reagan National Airport DCA,Doubletree Hotel Financial District New York City,0.689655172414
Hyatt Regency Crystal City|Crystal City - Reagan National Airport DCA,Hyatt Regency Hotel Hudson Jersey City,0.63829787234
Customer Favorite|Crystal City - Reagan National Airport DCA,Comfort Suites Johnson City (Tennessee),0.58064516129
OR|Crystal City - Reagan National Airport DCA,Kore 6 Hotel New York City,0.5
OR|Crystal City - Reagan National Airport DCA,Kore 6 Hotel New York City,0.5
Primm Buffalo Bills|Primm,Primm Valley Resort,0.307692307692
Sheraton Suites|Lexington,Homewood Suites Lexington,0.666666666667
REVIEW|Lexington,Rodeway Inn Lexington,0.352941176471
now La Quinta Inn Town Center not yet reported to the board|Provo,La Quinta Inn Town Center Provo,0.595238095238
Customer Favorite|Cedar Rapids,Comfort Inn North Cedar Rapids,0.470588235294
|Niagara Falls,,0.0
Guest House Inn and Suites|Olympia,Phoenix Inn Suites Olympia (Washington),0.65
Extended StayAmerica Tumwater|Olympia,Candlewood Suites Hotel Olympia (Washington),0.391304347826
Ramada Inn and Conference Center|Fredericksburg,Ramada Inn South Fredericksburg (Virginia),0.464285714286
Sheraton College Park Beltsville|College Park - Beltsville,Sheraton Gateway Hotel Atlanta Airport College Park,0.492307692308
Hilton|Salt Lake City,Hilton Hotel Airport Salt Lake City,0.571428571429
or|Salt Lake City,Airport Inn Hotel Salt Lake City,0.307692307692
La Quinta|Salt Lake City,La Quinta Inn West Salt Lake City,0.666666666667
Hilton|Salt Lake City,Hilton Hotel Airport Salt Lake City,0.571428571429
Customer Favorite|Salt Lake City,Courtyard Hotel Airport Salt Lake City,0.514285714286
Best Western Salt Lake Plaza|Salt Lake City,The Anniversary Inn South Temple Salt Lake City,0.433333333333
Radisson|Salt Lake City,Radisson Hotel Airport Salt Lake City,0.64
Red Lion|Salt Lake City,Red Lion Hotel Downtown Salt Lake City,0.615384615385
La Quinta|Salt Lake City,La Quinta Inn West Salt Lake City,0.666666666667
Crowne Plaza|Knoxville,Crowne Plaza Hotel Knoxville (Tennessee),0.631578947368
OR|Knoxville,Days Inn North Knoxville,0.25
OR|Knoxville,Days Inn North Knoxville,0.25
Jameson Inn Knoxville Cedar Bluffs|Knoxville,Hampton Inn West Cedar Bluff Knoxville (Tennessee),0.666666666667
Extended StayAmerica|Knoxville,Extended Stay America Hotel West Hills Knoxville (Tennessee),0.606060606061
Morgan Hill|Gilroy - Morgan Hill,Comfort Inn Morgan Hill,0.454545454545
Hyatt Place|Norfolk - Virginia Beach,19 Atlantic Hotel Virginia Beach,0.454545454545
Sheraton Norfolk Waterside Hotel|Norfolk - Virginia Beach,Hampton Inn Norfolk Virginia Beach,0.577777777778
REVIEW|Norfolk - Virginia Beach,Sea Side Hotel Virginia Beach,0.428571428571
REVIEW|Norfolk - Virginia Beach,Sea Side Hotel Virginia Beach,0.428571428571
REVIEW|Cheyenne,Express Inn Cheyenne,0.352941176471
Drury Inn and Suites|Evansville,Sleep Inn and Suites Evansville (Wyoming),0.6875
Jameson Inn|Evansville,Jameson Inn Evansville (Indiana),0.666666666667
Evansville Plaza Hotel|Evansville,Plaza Hotel & Suites Evansville (Indiana),0.322580645161
OR|Evansville,Comfort Inn Evansville (Wyoming),0.307692307692
StudioPlus Evansville|Evansville,Studioplus Hotel East Evansville (Indiana),0.540540540541
REVIEW|New York City,Premier Hotel New York City,0.615384615385
Doubletree JFK|New York City,Doubletree Hotel Chelsea New York City,0.666666666667
or|New York City,Kore 6 Hotel New York City,0.5
this property is now a Fairfield Inn|New York City,The Sofia Inn New York City,0.489795918367
Days Inn|New York City,Days Inn Brooklyn New York City,0.64
Super|New York City,Premier Hotel New York City,0.5
Crowne Plaza Hotel|New York City,Broadway Plaza Hotel New York City,0.692307692308
Wingate Suites|New York City,Minetta Street Suites New York City,0.685714285714
Wyndham Garden|New York City,Affinia Gardens Hotel New York City,0.620689655172
Clarion LGA|New York City,Clarion Hotel Jamaica New York City,0.666666666667
NU Hotel|New York City,Inn New York City,0.4
or|New York City,Kore 6 Hotel New York City,0.5
Tillory Hotel|New York City,Lombardy Hotel New York City,0.533333333333
WooGo Lincoln Center|New York City,World Center Hotel New York City,0.625
OR|New York City,Kore 6 Hotel New York City,0.5
Hotel|New York City,,0.0
OR|New York City,Kore 6 Hotel New York City,0.5
Hotel Indigo|New York City,Windsor Hotel New York City,0.615384615385
The New Yorker Hotel Ramada Plaza|New York City,The New York Manhattan Hotel New York City,0.68
OR|New York City,Kore 6 Hotel New York City,0.5
Wyndham Garden Midtown Convention Center W|New York City,Comfort Inn Convention Center New York City,0.647887323944
Chelsea Four Points Sheraton|New York City,Chelsea Pines Inn New York City,0.622222222222
OR|New York City,Kore 6 Hotel New York City,0.5
OR|New York City,Kore 6 Hotel New York City,0.5
Wyndham Garden Hotel at Broadway and Fifth name change Wyndham Garden Chelsea W|New York City,Wyndham Garden Hotel Manhattan Chelsea West New York City,0.611111111111
OR|New York City,Kore 6 Hotel New York City,0.5
OR|New York City,Kore 6 Hotel New York City,0.5
Gild Hall|New York City,Gild Hall Hotel Wall Street New York City,0.58064516129
OR|New York City,Kore 6 Hotel New York City,0.5
Four Points Soho|New York City,Four Points Hotel Manhattan Soho Village New York City,0.627450980392
Holiday Inn Wall Street aka Wall Street District Hotel|New York City,Holiday Inn Express Wall Street New York City,0.658227848101
Park Avenue  Kimpton Hotel|New York City,70 Park Avenue Hotel New York City,0.647058823529
or|New York City,Kore 6 Hotel New York City,0.5
Morgans an Ian Schrager Hotel|New York City,Four Points Hotel Manhattan Soho Village New York City,0.51724137931
OR|New York City,Kore 6 Hotel New York City,0.5
Hotel|New York City,,0.0
Le Marquis|New York City,The Iroquois Hotel New York City,0.636363636364
OR|New York City,Kore 6 Hotel New York City,0.5
Essex House A Westin Hotel|New York City,East Houston Hotel New York City,0.5625
OR|New York City,Kore 6 Hotel New York City,0.5
Customer Favorite|New York City,The Maritime Hotel New York City,0.551724137931
Customer Favorite|New York City,The Maritime Hotel New York City,0.551724137931
or|New York City,Kore 6 Hotel New York City,0.5
or|New York City,Kore 6 Hotel New York City,0.5
or|New York City,Kore 6 Hotel New York City,0.5
OR|New York City,Kore 6 Hotel New York City,0.5
Novotel|New York City,Sofitel Hotel New York City,0.571428571429
OR|New York City,Kore 6 Hotel New York City,0.5
OR|New York City,Kore 6 Hotel New York City,0.5
OR|New York City,Kore 6 Hotel New York City,0.5
Customer Favorite|New York City,The Maritime Hotel New York City,0.551724137931
OR|New York City,Kore 6 Hotel New York City,0.5
Customer Favorite|New York City,The Maritime Hotel New York City,0.551724137931
Customer Favorite|New York City,The Maritime Hotel New York City,0.551724137931
OR|New York City,Kore 6 Hotel New York City,0.5
Helmsley New York|New York City,Helmsley Hotel New York City,0.64
Hotel|New York City,,0.0
now Hilton Manhattan East not yet reported to the board|New York City,Hilton Manhattan Hotel East New York City,0.545454545455
OR|New York City,Kore 6 Hotel New York City,0.5
OR|New York City,Kore 6 Hotel New York City,0.5
OR|New York City,Kore 6 Hotel New York City,0.5
Customer Favorite|New York City,The Maritime Hotel New York City,0.551724137931
OR|New York City,Kore 6 Hotel New York City,0.5
Westin|New York City,West Side Inn New York City,0.631578947368
OR|New York City,Kore 6 Hotel New York City,0.5
REVIEW|New York City,Premier Hotel New York City,0.615384615385
OR|New York City,Kore 6 Hotel New York City,0.5
Bentley Hotel believe zone correct  hotwire currently down and user didnt specify  hotel address|New York City,Elite City Stays Apartments Upper East Side New York City,0.4
Hudson Hotel now in MTC zone|New York City,Radisson Lexington Hotel New York City,0.487804878049
OR|Cedar City,Henley Manor Cedar City,0.285714285714
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Hilton|Los Angeles,Hilton Checkers Hotel Los Angeles,0.571428571429
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Plaza Hotel|Los Angeles,Metro Plaza Hotel Los Angeles,0.625
Hacienda Hotel|Los Angeles,Wilshire Grand Hotel Los Angeles,0.454545454545
Homestead Suites|Los Angeles,Cinema Suites Los Angeles,0.620689655172
Ramada Plaza LAXEl Segundo|Los Angeles,Crowne Plaza Hotel LAX Los Angeles,0.511627906977
South Travelodge|Los Angeles,Travelodge Hotel LAX Los Angeles,0.645161290323
Courtyard MonroviaPasadena|Los Angeles,Courtyard Hotel Sherman Oaks Los Angeles,0.612244897959
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Doubletree|Los Angeles,Doubletree Hotel Commerce Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Chamberlain West Hollywood|Los Angeles,Americas Best Value Inn Hollywood Los Angeles,0.64406779661
Customer Favorite|Los Angeles,Custom Hotel Los Angeles,0.521739130435
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Hotel Le Petit|Los Angeles,El Patio Inn Los Angeles,0.5
Le Parc Suites|Los Angeles,Cinema Suites Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Mondrian Hotel|Los Angeles,Comfort Inn Los Angeles,0.526315789474
Le Montrose Suite Hotel|Los Angeles,Cinema Suites Los Angeles,0.533333333333
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
now Hotel Andaz not yet reported|Los Angeles,Renaissance Hotel Airport Los Angeles,0.468085106383
Fitness  HiSpeed Internet  Business|Los Angeles,Sunset Inn & Suites Los Angeles,0.481481481481
Maison|Los Angeles,Miyako Hotel Los Angeles,0.5
Customer Favorite|Los Angeles,Custom Hotel Los Angeles,0.521739130435
Century Plaza Hotel and Spa|Los Angeles,Metro Plaza Hotel Los Angeles,0.620689655172
Doubletree|Los Angeles,Doubletree Hotel Commerce Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Four Points Barcelo Culver City|Los Angeles,Super 8 Motel Culver City Area Los Angeles,0.622950819672
Radisson Westside|Los Angeles,Radisson Hotel Midtown Los Angeles,0.647058823529
GuestHouse International|Los Angeles,GuestHouse Inn Mission Hills Los Angeles,0.692307692308
Quality Inn and Suites Montebello|Los Angeles,Quality Inn Hollywood Los Angeles,0.64
Omni Los Angeles Hotel|Los Angeles,Comfort Inn Los Angeles,0.4
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Marriott|Los Angeles,Marriott Hotel Airport Los Angeles,0.64
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Sheraton Los Angeles|Los Angeles,Sheraton Hotel Gateway Los Angeles,0.64
Holiday West Covina|Los Angeles,Holiday Inn LAX Los Angeles,0.647058823529
Radisson Suites|Los Angeles,Radisson Hotel Airport Los Angeles,0.6875
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Sheraton Fairplex Suites|Los Angeles,Sheraton Universal Hotel Los Angeles,0.619047619048
Indigo Courtyard Inn and Suites|Los Angeles,La Quinta Inn & Suites LAX Los Angeles,0.566037735849
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Ramada Inn and Suites|Los Angeles,Ramada Inn Wilshire Center Los Angeles,0.651162790698
Hilton Glendale|Los Angeles,Hilton Checkers Hotel Los Angeles,0.6
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Customer Favorite|Los Angeles,Custom Hotel Los Angeles,0.521739130435
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
not yet reported since ownership change|Los Angeles,Marriott Execustay Apartment TenTen Wilshire Los Angeles,0.457831325301
Homestead Suites|Los Angeles,Cinema Suites Los Angeles,0.620689655172
Ramada Inn Burbank Airport|Los Angeles,Ramada Inn Canoga Park Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
or|Los Angeles,O Hotel Los Angeles,0.666666666667
Ramada Inn|Los Angeles,Ramada Inn Commerce Los Angeles,0.689655172414
Ramada Inn Hollywood near Universal aka  Hollywood Hotel  a Ramada hotel|Los Angeles,Holiday Inn Universal Studios Hollywood Los Angeles,0.54
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
AVIA|Los Angeles,Cadillac Hotel Los Angeles,0.5
Hyatt Regency Long Beach|Los Angeles,Hyatt Regency Century Plaza Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Hilton Long Beach|Los Angeles,Hilton Hotel Universal City Los Angeles,0.564102564103
Hotel Maya|Los Angeles,Miyako Hotel Los Angeles,0.6
Westin Long Beach|Los Angeles,Westin Hotel LAX Los Angeles,0.642857142857
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
now Hotel Current not reported but believed|Los Angeles,JW Marriott Hotel LA Live Los Angeles,0.448275862069
Langham Huntington|Los Angeles,Knights Inn Los Angeles,0.48275862069
Hilton|Los Angeles,Hilton Checkers Hotel Los Angeles,0.571428571429
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Sheraton|Los Angeles,Sheraton Hotel Gateway Los Angeles,0.64
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Ramada|Los Angeles,Kawada Hotel Los Angeles,0.666666666667
Amenities Boutique  Restaurant  Pool  Fitness  HiSpeed Internet  Business|Los Angeles,Best Western Royal Palace Inn & Suites Los Angeles,0.45045045045
Portofino Hotel and Yacht Club|Los Angeles,Los Angeles Athletic Club,0.470588235294
Quality Inn and Suites Hermosa Beach|Los Angeles,Hampton Inn & Suites Sherman Oaks Los Angeles,0.646153846154
Redondo Inn and Suites|Los Angeles,Sunset Inn & Suites Los Angeles,0.648648648649
Doubletree|Los Angeles,Doubletree Hotel Commerce Los Angeles,0.666666666667
REVIEW|Los Angeles,Renaissance Hollywood Hotel Los Angeles,0.37037037037
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Viceroy|Los Angeles,Beverly Inn Los Angeles,0.444444444444
Doubletree Guest Suites|Los Angeles,Doubletree Hotel San Pedro Los Angeles,0.636363636364
Holiday Inn Santa Monica Beach at the Pier|Los Angeles,Inn At Venice Beach Los Angeles,0.524590163934
Ocean Luxury Suites|Los Angeles,Cinema Suites Los Angeles,0.625
Ramada Limited Marina del Rey|Los Angeles,Ramada Limited Hotel Downtown Los Angeles,0.641509433962
Sportsmens Lodge|Los Angeles,Park Plaza Lodge Los Angeles,0.5
Doubletree Carson Civic Plaza|Los Angeles,Doubletree Hotel San Pedro Los Angeles,0.6
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Clarion South Bay|Los Angeles,Clarion Hotel Downtown Los Angeles,0.588235294118
Howard Johnson Torrance|Los Angeles,Howard Johnson Inn & Suites Reseda Los Angeles,0.631578947368
Hyatt Valencia|Los Angeles,Hyatt Regency Century Plaza Hotel Los Angeles,0.487804878049
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Radisson Whittier|Los Angeles,Radisson Hotel Chatsworth Los Angeles,0.648648648649
Hilton Woodland Hills Warner Center and Towers|Los Angeles,Hilton Hotel Woodland Hills Los Angeles,0.65625
OR|Los Angeles,O Hotel Los Angeles,0.666666666667
Aloft|San Antonio,Aloft Hotel Airport San Antonio,0.526315789474
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
Hilton San Antonio Airport and Conference Center|San Antonio,Hilton Hotel Airport San Antonio,0.625
REVIEW|San Antonio,Rest Inn San Antonio,0.428571428571
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
Best Western|San Antonio,Best Western Casa Linda San Antonio,0.685714285714
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
Hotel Valencia|San Antonio,Hotel Valencia Riverwalk San Antonio,0.615384615385
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
St Anthony Wyndham|San Antonio,Saint Anthony Historic Hotel San Antonio,0.6
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
Hotel Indigo|San Antonio,Hotel Indigo Alamo San Antonio,0.666666666667
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
Super|San Antonio,Super 8 Motel San Antonio,0.555555555556
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
Riverwalk Hotel Contessa|San Antonio,Riverwalk Plaza Hotel San Antonio,0.647058823529
OR|San Antonio,Emily Morgan Hotel San Antonio,0.285714285714
Customer Favorite|San Antonio,Comfort Suites San Antonio,0.58064516129
Radisson Market Center|San Antonio,Rodeway Inn AT&T Center San Antonio,0.622222222222
Omni San Antonio|San Antonio,Menger Hotel San Antonio,0.4
Radisson Hill Country Resort and Spa now a Hilton not yet reported as such|San Antonio,JW Marriott Hill Country Resort San Antonio,0.455445544554
now Ramada Sea World Area not yet reported to the board|San Antonio,Ramada Inn Sea World San Antonio,0.426666666667
Ramada Hays Convention Center|Hays,Baymont Inn and Suites Hays,0.46511627907
Wingate by Wyndham|Missoula,Wingate Inn Missoula,0.620689655172
Ocean Edge Resort|Cape Cod,Cape Paradise Resort Cape Coral,0.648648648649
Extended StayAmerica|Cape Cod,The Star Inn Cape May,0.5
Bayside Resort Hotel|Cape Cod,Beach Shack Resort Cape May,0.625
Four Points Sheraton Hyannis|Cape Cod,Luther Ogden Inn Cape May,0.454545454545
Radisson|Cape Cod,Radisson Resort Port Cape Canaveral,0.571428571429
Ambassador Inn and Suites|Cape Cod,Hampton Inn & Suites Cape Coral,0.682926829268
International Inn Cuddles and Bubbles|Cape Cod,Hampton Inn & Suites Cape Coral,0.490566037736
OR|Cape Cod,Cape Haze Resort,0.5
Ramada Regency|Cape Cod,Pear Tree Inn Cape Girardeau,0.444444444444
Howard Johnson Inn West Yarmouth|Cape Cod,Hampton Inn & Suites Cape Coral,0.461538461538
Holiday Inn Select|Green Bay - Appleton,Holiday Inn City Centre Green Bay,0.682926829268
La Quinta|Green Bay - Appleton,Village Inn Green Bay,0.5
Regency Suites now Hotel Sierra not yet reported to the board|Green Bay - Appleton,Tundra Lodge Resort & Waterpark Green Bay,0.436781609195
property closed|Green Bay - Appleton,Mariner Motel Green Bay,0.428571428571
Wingate Inn|Green Bay - Appleton,Wingate Hotel Airport Green Bay,0.666666666667
Park Plaza|Green Bay - Appleton,Ramada Plaza Hotel Green Bay,0.636363636364
La Quinta Inn|Green Bay - Appleton,Road Star Inn Green Bay,0.615384615385
Bishops Lodge|Santa Fe,Econo Lodge Santa Fe,0.583333333333
Claremont Resort and Spa|Oakland - Eastbay,Clarion Hotel Airport Oakland (California),0.48
Doubletree Berkeley Marina|Oakland - Eastbay,Bay Breeze Inn Oakland (California),0.407407407407
Hotel Majestic|Oakland - Eastbay,Marriott Hotel City Center Oakland,0.344827586207
Four Ponits|Oakland - Eastbay,Hilton Hotel Airport Oakland,0.384615384615
Hilton Garden Inn Bay Bridge|Oakland - Eastbay,Hilton Hotel Airport Oakland,0.46511627907
Hilton|Oakland - Eastbay,Hilton Hotel Airport Oakland,0.571428571429
Holiday Inn Express|Oakland - Eastbay,Holiday Inn Hotel & Suites Airport Oakland,0.625
OR|Oakland - Eastbay,Hilton Hotel Airport Oakland,0.235294117647
Park Plaza|Oakland - Eastbay,Park Plaza Hotel Oakland (California),0.571428571429
Days Inn AirportColiseum|Oakland - Eastbay,Days Hotel Airport Oakland (California),0.627450980392
Extended Stay Deluxe Oakland Airport Alameda|Oakland - Eastbay,Extended Stay America Hotel Oakland (California),0.55
Marina Village Inn|Oakland - Eastbay,Quality Inn Oakland,0.413793103448
Studio Plus|Oakland - Eastbay,Hilton Hotel Airport Oakland,0.307692307692
Hilton Concord|Oakland - Eastbay,Hilton Hotel Airport Oakland,0.620689655172
Crowne Plaza Concord|Oakland - Eastbay,Park Plaza Hotel Oakland (California),0.488888888889
OR|Oakland - Eastbay,Hilton Hotel Airport Oakland,0.235294117647
Customer Favorite|Oakland - Eastbay,Hilton Hotel Airport Oakland,0.4375
not yet reported to the board|Oakland - Eastbay,Motel 6 Airport Oakland (California),0.448275862069
Holiday Inn Concord|Oakland - Eastbay,Days Inn Oakland,0.628571428571
Extended StayAmerica Pleasant Hill|Oakland - Eastbay,Extended Stay America Hotel Oakland (California),0.685714285714
OR|Destin,Destin Tower Hotel,0.571428571429
Clarion Inn|Brunswick - Jekyll Island,Clarion Inn Brunswick (Georgia),0.666666666667
Super|Cody,Super 8 Motel Cody,0.555555555556
Holiday Inn Select Naamans Rd|Wilmington - Newark,Holiday Inn Express Wilmington (Ohio),0.625
OR|Wilmington - Newark,Doubletree Hotel Wilmington (Delaware),0.333333333333
Wyndham|Wilmington - Newark,Wyndham Garden Hotel Airport Newark (New Jersey),0.466666666667
Hilton Silver Spring|Bethesda - Silver Spring,Hilton Garden Inn Bethesda,0.594594594595
Crowne Plaza Silver Spring|Bethesda - Silver Spring,Crowne Plaza Hotel Washington DC Silver Spring,0.679245283019
Express Suites Riverport Inn|Winona,Riverport Inn & Suites Winona,0.52
OR|Asheville,Courtyard Hotel Asheville,0.363636363636
OR|Asheville,Courtyard Hotel Asheville,0.363636363636
Hotel Indigo|Asheville,Hotel Indigo Downtown Asheville,0.571428571429
Clarion Inn|Asheville,Rodeway Inn Asheville,0.545454545455
Super|Marietta,Super 8 Motel Marietta (Ohio),0.555555555556
Westin Dulles|Chantilly - Dulles Intl Airport IAD South,Residence Inn Dulles South Chantilly (Virginia),0.564102564103
OR|Chantilly - Dulles Intl Airport IAD South,Comfort Suites Chantilly (Virginia),0.25
Crowne Plaza|Chantilly - Dulles Intl Airport IAD South,TownePlace Suites Chantilly (Virginia),0.48275862069
Hyatt Dulles Dulles South Zone|Chantilly - Dulles Intl Airport IAD South,Hyatt Place Hotel Dulles Airport South Chantilly (Virginia),0.666666666667
Holiday Inn Select ChantillyDulles Expo|Chantilly - Dulles Intl Airport IAD South,Fairfield Inn & Suites Dulles Airport Chantilly (Virginia),0.5
Hyatt Place Chantilly|Chantilly - Dulles Intl Airport IAD South,Hyatt Place Hotel Dulles Airport South Chantilly (Virginia),0.518518518519
OR|Chantilly - Dulles Intl Airport IAD South,Comfort Suites Chantilly (Virginia),0.25
OR|Chantilly - Dulles Intl Airport IAD South,Comfort Suites Chantilly (Virginia),0.25
OR|Chantilly - Dulles Intl Airport IAD South,Comfort Suites Chantilly (Virginia),0.25
Candlewood Suites|Chantilly - Dulles Intl Airport IAD South,Comfort Suites Chantilly (Virginia),0.645161290323
Hyatt Place|South Bend - Notre Dame - Mishawaka,Hyatt Place Hotel South Bend Mishawaka,0.647058823529
La Quinta|South Bend - Notre Dame - Mishawaka,Days Inn South Bend,0.470588235294
REVIEW|Killington,Greenbrier Inn Killington,0.4
Holiday Inn KillingtonRutland|Killington,Cortina Inn And Resort Killington,0.486486486486
Best Western|Killington,The Woods Resort Killington,0.428571428571
Comfort Inn Trolly Square|Killington,Comfort Inn Killington,0.611111111111
Aloft Washington National Harbor|DC,Gold Vault Inn Radcliff,0.304347826087
OR|Fairfax,Econo Lodge Fairfax (Virginia),0.16
