Holiday Inn and Suites Northeast Wolfchase|Memphis,Holiday Inn Hotel & Suites Wolfchase Galleria Memphis,0.717948717949
Springhill Suites Memphis East Galleria|Memphis,SpringHill Suites East Galleria Memphis,0.984126984127
ExtendedStay DeluxeWolfchase Galleria|Memphis,Extended Stay Deluxe Hotel Wolfchase Galleria Memphis,0.961038961039
Courtyard EastPark Ave|Memphis,Courtyard Hotel East Park Avenue Memphis (Tennessee),0.709677419355
Hyatt Place Primacy Parkway|Memphis,Hyatt Place Hotel Primacy Parkway Memphis (Tennessee),0.794117647059
Extended StayAmerica Poplar Ave|Memphis,Extended Stay America Hotel Sycamore View Memphis,0.776119402985
Holiday Inn Sycamore View|Memphis,Days Inn Sycamore View Memphis,0.893617021277
Fairfield Inn and Suites I|Memphis,Fairfield Inn & Suites Memphis,0.909090909091
Doubletree|Annapolis,Doubletree Hotel Annapolis,1.0
Holiday Inn Express|Annapolis,Holiday Inn Express Hotel & Suites Annapolis,0.791666666667
Loews|Annapolis,Loews Hotel Annapolis,1.0
Westin|Annapolis,Westin Hotel Annapolis,1.0
Historic Inns of Annapolis|Annapolis,Historic Inns Annapolis,0.896551724138
La Quinta|Lake Charles,La Quinta Inn Lake Charles,0.818181818182
Residence Inn|Tinton Falls,Residence Inn Tinton Falls,1.0
Courtyard Tinton Falls|Tinton Falls,Courtyard Hotel Tinton Falls,1.0
Residence Inn|Tinton Falls,Residence Inn Tinton Falls,1.0
Hassayampa Inn|Prescott - Camp Verde,Hassayampa Inn Prescott (Arizona),0.717948717949
Best Western|Hopkinsville,Best Western Hotel Hopkinsville,1.0
Crowne Plaza|Orlando,Rosen Plaza Hotel Orlando,0.782608695652
Marriott Orlando Airport|Orlando,Marriott Hotel Airport Orlando,1.0
Renaissance Orlando Hotel|Orlando,Renaissance Hotel Airport Orlando,0.709677419355
Sheraton Suites Orlando Airport|Orlando,Sheraton Suites Airport Orlando,0.978723404255
Courtyard by Marriott Airport|Orlando,Courtyard Hotel Airport Orlando,0.765957446809
Hilton Garden Inn|Orlando,Hilton Garden Inn Airport Orlando,0.809523809524
Hyatt Place Airport Northwest|Orlando,Hyatt Place Hotel Airport Orlando,0.775510204082
Amerisuites Northwest|Orlando,Amerisuites Hotel Airport Orlando,0.731707317073
Country Inn and Suites Orlando Airport|Orlando,Country Inn & Suites Airport Orlando,0.945454545455
Ramada Suites Airport|Orlando,Embassy Suites Airport Orlando,0.790697674419
Springhill Suites|Orlando,SpringHill Suites Airport Orlando,0.809523809524
Best Western Airport Inn|Orlando,Best Western Airport Inn & Suites Orlando,0.842105263158
La Quinta Inn Airport North|Orlando,La Quinta Inn Airport West Orlando,0.867924528302
La Quinta Inn Airport West|Orlando,La Quinta Inn Airport West Orlando,1.0
Quality Inn|Orlando,Quality Inn Plaza Orlando,0.785714285714
Mona Lisa Suites|Orlando,Buena Vista Suites Orlando,0.764705882353
Holiday Inn Maingate East|Orlando,Holiday Inn Hotel and Suites Main Gate Orlando,0.740740740741
Country Inn and Suites Maingate|Orlando,Country Inn & Suites Airport Orlando,0.8
Orlando Sun Resort|Orlando,Sunshine Resort Orlando,0.8
Best Western Lakeside|Orlando,Best Western Gateway Hotel Orlando,0.731707317073
Travelodge Suites Eastgate|Orlando,Travelodge Inn & Suites Airport Orlando,0.701754385965
Rodeway Inn Maingate|Orlando,Rodeway Inn International Orlando,0.711111111111
Grand Bohemian|Orlando,Grand Bohemian Hotel Orlando,1.0
Crowne Plaza|Orlando,Rosen Plaza Hotel Orlando,0.782608695652
Embassy Suites|Orlando,Embassy Suites Airport Orlando,0.777777777778
Courtyard|Orlando,Courtyard Hotel East Orlando,0.75
Marriott|Orlando,JW Marriott Hotel Orlando,0.842105263158
Holiday Inn UCF|Orlando,Holiday Inn Hotel & Suites Orlando,0.722222222222
Radisson Orlando UCF|Orlando,Radisson Hotel UCF Orlando,1.0
Crestwood Suites Orlando UCF|Orlando,Crestwood Suites UCF Orlando,0.975609756098
Quality Inn and Suites Eastgate|Orlando,Quality Inn & Suites Orlando,0.765957446809
Econo Lodge|Orlando,Vacation Lodge Orlando,0.72
Resort  Marriott World Center|Orlando,Marriott World Center Resort Orlando,0.736842105263
Buena Vista Palace|Orlando,Buena Vista Suites Orlando,0.722222222222
Embassy Suites Lake Buena Vista|Orlando,Fairfield Inn & Suites Lake Buena Vista Orlando,0.714285714286
Hotel Royal Plaza|Orlando,Rosen Plaza Hotel Orlando,0.727272727273
Courtyard by Marriott Lake Buena Vista|Orlando,Courtyard Hotel Marriott Village Orlando,0.707692307692
Holiday Inn Sunspree|Orlando,Holiday Inn Hotel & Suites Orlando,0.731707317073
Extended Stay Deluxe LBV|Orlando,Extended Stay Deluxe Hotel Orlando,0.909090909091
Hilton|Orlando,Hilton Hotel Orlando,1.0
Springhill Suites|Orlando,SpringHill Suites Airport Orlando,0.809523809524
Candlewood Suites|Orlando,Crestwood Suites UCF Orlando,0.702702702703
Extended Stay Deluxe Maitland Summit|Orlando,Extended Stay Deluxe Hotel Maitland Summit Orlando,0.986301369863
Extended Stay America Pembrook Dr|Orlando,Extended Stay America Hotel Westwood Orlando,0.8125
Baymont Inn and Suites Florida Mall|Orlando,Baymont Inn & Suites Florida Mall Orlando,0.96875
ExtendedStay America John Young Parkway|Orlando,Extended Stay Deluxe Hotel John Young Parkway Orlando,0.835443037975
Homestead Suites John Young Parkway|Orlando,Homestead Studio Suites John Young Parkway Orlando,0.909090909091
Peabody|Orlando,The Peabody Hotel Orlando,0.777777777778
Rosen Shingle Creek|Orlando,Rosen Shingle Creek Hotel Orlando,1.0
Westin Imagine|Orlando,The Westin Imagine Hotel Orlando,0.875
Doubletree Resort IDrive|Orlando,Doubletree Resort International Drive Orlando,0.786885245902
International Plaza Resort and Spa|Orlando,International Palms Resort Orlando,0.821428571429
Rosen Centre|Orlando,Rosen Centre Hotel Orlando,1.0
Rosen Plaza|Orlando,Rosen Plaza Hotel Orlando,1.0
Courtyard|Orlando,Courtyard Hotel East Orlando,0.75
Doubletree Castle|Orlando,Doubletree Castle Hotel Orlando,1.0
Hilton Garden Inn Seaworld Center|Orlando,Hilton Garden Inn SeaWorld International Center Orlando,0.825
Holiday Inn and Suites Universal|Orlando,Holiday Inn Express Hotel & Suites Universal Orlando,0.835820895522
Homewood Suites|Orlando,Homewood Suites UCF Orlando,0.882352941176
Hyatt Place Convention Center|Orlando,Hampton Inn Convention Center Orlando,0.758620689655
Residence Inn Southwest|Orlando,Residence Inn East UCF Orlando,0.755555555556
Hampton Inn IDrive Convention Center|Orlando,Hampton Inn Convention Center Orlando,0.892307692308
Springhill Suites at SeaWorld|Orlando,Springhill Suites Seaworld Orlando,0.945454545455
Comfort Suites Universal South|Orlando,Comfort Suites Universal South Orlando,1.0
Days Inn Convention Center|Orlando,Ramada Inn Convention Center Orlando,0.888888888889
Extended StayAmerica Convention Center Westwood Blvd|Orlando,Extended Stay America Hotel Westwood Orlando,0.722891566265
Orlando Metropolitan Resort|Orlando,Metropolitan Resort Orlando,1.0
Ramada Convention Center IDrive|Orlando,Ramada Inn Convention Center Orlando,0.813559322034
Imperial Swan Hotel and Suites|Orlando,Imperial Swan Hotel & Suites Orlando,0.954545454545
Crowne Plaza Universal|Orlando,Crowne Plaza Hotel Universal Orlando,0.977777777778
Doubletree Orlando Universal|Orlando,Doubletree Hotel Universal Orlando,1.0
Embassy Suites IDrive Convention Center|Orlando,Hawthorn Suites Convention Center Orlando,0.722222222222
Four Points Studio City|Orlando,Four Points Hotel Studio City Orlando,0.978723404255
Hyatt Place Universal|Orlando,Hyatt Place Hotel Universal Orlando,0.976744186047
Residence Inn Canada Ave|Orlando,Residence Inn International Drive Orlando,0.701754385965
Hampton Inn IDrive North|Orlando,Hampton Inn Universal Orlando,0.711111111111
International Palms Resort|Orlando,International Palms Resort Orlando,1.0
Orlando Metropolitian Express|Orlando,Metropolitan Express Hotel Orlando,0.975609756098
Extended StayAmerica Universal Major Blvd|Orlando,Extended Stay America Hotel Universal Studios Orlando,0.79012345679
Extended Stay Deluxe Vineland Road|Orlando,Extended Stay Deluxe Hotel Maitland Summit Orlando,0.760563380282
Four Points Chateau Elan|Sebring,Four Points Hotel Chateau Elan Sebring,0.979591836735
Residence Inn|Massachusetts Southeast Suburbs,Residence Inn Boston Cambridge (Massachusetts),0.787878787879
Marriott Monterey|Monterey,Marriott Hotel Monterey,1.0
Casa Munras|Monterey,Casa Munras Hotel Monterey,1.0
Hyatt Regency Monterey|Monterey,Hyatt Regency Hotel Monterey,1.0
Portola Hotel and Spa at Monterey Bay|Monterey,Portola Hotel & Spa at Monterey Bay,0.952380952381
Hilton Garden Inn a Hilton|Monterey,Hilton Garden Inn Monterey,0.790697674419
Hotel Abrego|Monterey,Hotel Abrego Monterey,1.0
Best Western Park Crest Inn|Monterey,Best Western Park Crest Inn Monterey,1.0
Best Western Victorian Inn|Monterey,Best Western Victorian Inn Monterey,1.0
Ramada Limited Monterey|Monterey,Ramada Limited Hotel Monterey,1.0
Vagabond Inn|Monterey,Vagabond Inn Monterey,1.0
Best Western Mission Inn|Monterey,Best Western Ramona Inn Monterey,0.851063829787
Best Western Beach Dunes Inn|Monterey,Best Western Beach Resort Monterey,0.792452830189
Holiday Inn University Plaza|Bowling Green,Holiday Inn University Plaza Bowling Green (Kentucky),0.823529411765
Holiday Inn Express and Suites|North Platte,Holiday Inn Express Hotel & Suites North Platte,0.945454545455
Country Inn and Suites|Owatonna,Country Inn & Suites Owatonna,0.947368421053
Extended StayAmerica Roseville|Roseville,Extended Stay America Hotel Detroit Roseville (Michigan),0.8
Holiday Inn Airport|Birmingham,Holiday Inn Airport Birmingham (Alabama),1.0
Courtyard Colonnade|Birmingham,Courtyard Hotel Colonnade Birmingham (Alabama),0.974358974359
Hilton Perimeter|Birmingham,Hilton Hotel Perimeter Park Birmingham (Alabama),0.842105263158
Residence Inn|Birmingham,Residence Inn Inverness Birmingham (Alabama),0.722222222222
Residence Inn|Birmingham,Residence Inn Inverness Birmingham (Alabama),0.722222222222
Holiday Inn|Birmingham,Days Inn Birmingham (Alabama),0.736842105263
Lakeview Resort And Spa|Morgantown,Lakeview Golf Resort Morgantown (West Virginia),0.769230769231
Renaissance|Oklahoma City,Renaissance Hotel Oklahoma City,1.0
Sheraton|Oklahoma City,Sheraton Hotel Oklahoma City,1.0
Residence Inn|Oklahoma City,Residence Inn West Oklahoma City,0.838709677419
Courtyard Airport|Oklahoma City,Courtyard Hotel Airport Oklahoma City,0.971428571429
Four Points|Oklahoma City,Four Points Hotel Oklahoma City,1.0
Hyatt Place|Oklahoma City,Hyatt Place Hotel Airport Oklahoma City,0.709677419355
Wyndham Garden Hotel|Oklahoma City,Wyndham Garden Hotel Airport Oklahoma City,0.756756756757
Residence Inn West|Oklahoma City,Residence Inn West Oklahoma City,1.0
Baymont Inn South|Oklahoma City,Baymont Inn & Suites South Oklahoma City,0.790697674419
Candlewood Suites|Oklahoma City,Candlewood Suites Oklahoma City,1.0
Days Inn South|Oklahoma City,Days Inn South Oklahoma City,1.0
Extended Stay America Airport|Oklahoma City,Extended Stay America Hotel Airport Oklahoma City,0.983050847458
Howard Johnson|Oklahoma City,Howard Johnson Inn Oklahoma City,0.875
Baymont Suites South|Oklahoma City,Baymont Inn & Suites South Oklahoma City,0.869565217391
Fairfield Inn and Suites|Oklahoma City,Fairfield Inn & Suites Airport Oklahoma City,0.8
Marriott Waterford|Oklahoma City,Marriott Hotel Waterford Oklahoma City,0.972972972973
Courtyard|Oklahoma City,Courtyard Hotel North Oklahoma City,0.72
Crowne Plaza|Oklahoma City,Crowne Plaza Hotel Oklahoma City,1.0
Country Inn and Suites|Oklahoma City,Country Inn & Suites North Oklahoma City,0.818181818182
Extended StayAmerica NW Expressway|Oklahoma City,Extended Stay America Hotel Airport Oklahoma City,0.75
Courtyard North|Oklahoma City,Courtyard Hotel North Oklahoma City,0.967741935484
Springhill Suites|Oklahoma City,SpringHill Suites Airport Oklahoma City,0.809523809524
Best Western Palm Aire|Weslaco,Best Western Palm Aire Hotel and Suites Weslaco,0.846153846154
Microtel Inn and Suites|Sandusky,Fairfield Inn & Suites Sandusky,0.731707317073
Americas Best Value Inn|Sandusky,Americas Best Value Inn Lake Erie Sandusky,0.821428571429
Quality Inn Cedar Point South|Sandusky,Rodeway Inn Cedar Point South Sandusky,0.827586206897
Best Western|Hurricane,Best Western Hotel Hurricane Mills,1.0
Holiday Inn Express|Plainfield,Holiday Inn Express Plainfield (Indiana),1.0
Days Inn|Lake Havasu,Days Inn Lake Havasu City,1.0
Country Inn and Suites|hot Springs,Country Inn & Suites Hot Springs (Arkansas),0.72
Doubletree|Syracuse,Doubletree Hotel East Syracuse,1.0
Quality Inn|Syracuse,Quality Inn East Syracuse,1.0
DoubleTree Club|Syracuse,Doubletree Hotel East Syracuse,0.8
Comfort Inn and Suites Airport not yet reported|Syracuse,Comfort Inn & Suites Airport Syracuse (New York),0.771084337349
Best Western Grace Inn Liverpool|Syracuse,Best Western Inn Airport North Syracuse,0.75
Sheraton University|Syracuse,Sheraton Syracuse University Hotel (New York),0.745098039216
Microtel Inn and Suites|Holland,Microtel Inn & Suites Holland (Michigan),0.95
Country Inn and Suites|Tuscaloosa,Country Inn & Suites Tuscaloosa,0.947368421053
La Quinta|Tuscaloosa,La Quinta Inn Tuscaloosa,0.818181818182
Courtyard by Marriott|Phoenix,Courtyard Hotel Airport Phoenix,0.769230769231
Crowne Plaza|Phoenix,Crowne Plaza Hotel Phoenix,1.0
Holiday Inn Select|Phoenix,Holiday Inn West Phoenix,0.823529411765
Embassy Suites Airport|Phoenix,Embassy Suites Airport Phoenix,1.0
Hilton Airport|Phoenix,Hilton Hotel Airport Phoenix,0.965517241379
Radisson Airport University St|Phoenix,Radisson Hotel Airport North Phoenix,0.754716981132
Radisson Airport North North St|Phoenix,Radisson Hotel Airport North Phoenix,0.814814814815
Residence Inn|Phoenix,Residence Inn Phoenix,1.0
Extended StayAmerica East Oak|Phoenix,Extended Stay America Hotel Airport East Oak Phoenix,0.852941176471
Courtyard Chandler|Phoenix,Courtyard Hotel Avondale West Phoenix,0.714285714286
Hyatt Place Gilbert|Phoenix,Hyatt Place Hotel North Phoenix,0.756756756757
Hawthorn Suites|Phoenix,Hilton Suites Phoenix,0.785714285714
Country Inn and Suites|Phoenix,A Victory Inn and Suites Phoenix,0.789473684211
Wyndham|Phoenix,Wyndham Hotel Phoenix,1.0
Clarendon Hotel and Suites|Phoenix,Candlewood Suites Phoenix,0.705882352941
Courtyard Camelback|Phoenix,Courtyard Hotel Camelback Phoenix,0.974358974359
Embassy Suites Biltmore|Phoenix,Embassy Suites Biltmore Phoenix,1.0
Hilton Garden Inn Midtown|Phoenix,Hilton Garden Inn Midtown Phoenix,1.0
Hilton Suites|Phoenix,Hilton Suites Phoenix,1.0
Holiday Inn Midtown|Phoenix,Holiday Inn Downtown Phoenix,0.871794871795
Hotel San Carlos|Phoenix,Hotel San Carlos Phoenix,1.0
Extended Stay Deluxe Midtown|Phoenix,Extended Stay Deluxe Hotel Midtown Phoenix,0.982456140351
Extended Stay Deluxe Biltmore|Phoenix,Extended Stay Deluxe Hotel Biltmore Phoenix,0.983050847458
Springhill Suites|Phoenix,SpringHill Suites Downtown Phoenix,0.790697674419
Courtyard WestAvondale|Phoenix,Courtyard Hotel Avondale West Phoenix,0.782608695652
Hampton Inn|Phoenix,Hampton Inn Phoenix,1.0
Residence Inn Phoenix NorthHappy Valley|Phoenix,Residence Inn North Phoenix,0.745098039216
Sheraton Crescent|Phoenix,Sheraton Crescent Hotel Phoenix,1.0
Crowne Plaza|Phoenix,Crowne Plaza Hotel Phoenix,1.0
Four Points Barcelo|Phoenix,Four Points Hotel North Phoenix,0.702702702703
Hyatt Place North|Phoenix,Hyatt Place Hotel North Phoenix,0.971428571429
Residence Inn|Phoenix,Residence Inn Phoenix,1.0
Homewood Suites Metro Center|Phoenix,Homewood Suites Metro Center Phoenix,1.0
Resort JW Marriott Desert Ridge|Phoenix,JW Marriott Desert Ridge Resort Phoenix,0.774193548387
Resort Pointe Hilton Squaw Peak|Phoenix,Pointe Hilton Squaw Peak Resort Phoenix,0.774193548387
Resort Pointe Hilton Tapatio Cliffs Resort|Phoenix,Pointe Hilton Tapatio Cliffs Resort Phoenix,0.909090909091
Courtyard Scottsdale North|Phoenix,Courtyard Hotel North Phoenix,0.761904761905
Springhill Suites|Phoenix,SpringHill Suites Downtown Phoenix,0.790697674419
Extended Stay Deluxe|Phoenix,Extended Stay Deluxe Hotel Midtown Phoenix,0.816326530612
Courtyard Old Town|Phoenix,Courtyard Hotel North Phoenix,0.705882352941
Hyatt Place|Phoenix,Hyatt Place Hotel North Phoenix,0.758620689655
Legacy Golf Resort|Phoenix,Legacy Golf Resort Phoenix,1.0
Sheraton TempePhoenix Airport|Phoenix,Hilton Hotel Airport Phoenix,0.702702702703
Amerisuites Phoenix Airport|Phoenix,Embassy Suites Airport Phoenix,0.714285714286
Courtyard Downtown|Phoenix,Courtyard Hotel North Phoenix,0.705882352941
Residence Inn|Phoenix,Residence Inn Phoenix,1.0
Towneplace Suites Tempe|Phoenix,TownePlace Suites Metrocenter Mall Phoenix,0.736842105263
Holiday Inn West|Phoenix,Holiday Inn West Phoenix,1.0
Courtyard by Marriott|Phoenix,Courtyard Hotel Airport Phoenix,0.769230769231
Hilton Phoenix East Mesa|Phoenix,Hilton Suites Phoenix,0.733333333333
Holiday Inn|Phoenix,Holiday Inn West Phoenix,0.814814814815
Residence Inn|Phoenix,Residence Inn Phoenix,1.0
Extended StayAmerica Mesa|Phoenix,Extended Stay America Hotel Phoenix,0.869565217391
Homestead Studio Suites|Phoenix,Homestead Studio Suites North Metro Phoenix,0.793103448276
Residence Inn|Hartford,Residence Inn Downtown Hartford,0.742857142857
Days Inn|Hartford,Holiday Inn East Hartford,0.736842105263
Crowne Plaza|Hartford,Crowne Plaza Hotel Downtown Hartford,0.705882352941
Hilton|Hartford,Hilton Hotel Hartford,1.0
Residence Inn|Hartford,Residence Inn Downtown Hartford,0.742857142857
Holiday Inn Express|Hartford,Holiday Inn Express Downtown Hartford,0.808510638298
Sheraton|Hartford,Sheraton Hotel East Hartford,1.0
Holiday Inn|Hartford,Holiday Inn East Hartford,1.0
Marriott Farmington|Hartford,Marriott Hotel Downtown Hartford,0.702702702703
Holiday Inn|Joliet,Holiday Inn Joliet,1.0
Wingate Inn|Joliet,Wingate Inn Joliet,1.0
Courtyard|Sioux Falls,Courtyard Hotel Sioux Falls,1.0
Sheraton Sioux Falls|Sioux Falls,Sheraton Hotel Sioux Falls,1.0
Holiday Inn Express|Sioux Falls,Holiday Inn Sioux Falls,0.733333333333
Quality Inn And Suites|Sioux Falls,Quality Inn And Suites Sioux Falls,1.0
Springhill Suites|Sioux Falls,SpringHill Suites Sioux Falls,1.0
Fairfield Inn|Sioux Falls,Fairfield Inn Sioux Falls,1.0
La Quinta|Chattanooga,La Quinta Inn Chattanooga,0.818181818182
Extended StayAmerica|Chattanooga,Extended Stay America Hotel Chattanooga,0.975609756098
Courtyard|Chattanooga,Courtyard Hotel Chattanooga,1.0
Sheraton Read House|Chattanooga,Sheraton Read House Hotel Chattanooga,1.0
Staybridge Suites|Chattanooga,Staybridge Suites Downtown Chattanooga,0.790697674419
Chattanooga Choo Choo|Chattanooga,Chattanooga Choo Choo Hotel,1.0
Country Inn and Suites|Chattanooga,Country Suites Chattanooga,0.875
Country Inn and Suites|Chattanooga,Country Suites Chattanooga,0.875
Fairfield Inn and Suites|Chattanooga,Fairfield Inn Chattanooga,0.787878787879
Sheraton|Duluth,Sheraton Hotel Duluth (Minnesota),1.0
Fairfield Inn|Duluth,Fairfield Inn Duluth (Minnesota),1.0
Days Inn|Duluth,Days Inn Duluth (Minnesota),1.0
Best Western Downtown|Duluth,Best Western Downtown Motel Duluth (Minnesota),0.875
Hilton Garden Inn|Minneapolis-St. Paul,Hilton Garden Inn Downtown Minneapolis,0.790697674419
Hilton Garden Inn|Minneapolis-St. Paul,Hilton Garden Inn Downtown Minneapolis,0.790697674419
Holiday Inn Metrodome|Minneapolis-St. Paul,Holiday Inn Metrodome Minneapolis,1.0
Radisson|Minneapolis-St. Paul,Radisson Plaza Hotel Minneapolis,0.727272727273
Ramada Plaza|Minneapolis-St. Paul,Ramada Plaza Hotel Minneapolis,1.0
DoubleTree Park Place St Louis Park|Minneapolis-St. Paul,Doubletree Hotel Park Place Minneapolis,0.736842105263
Holiday Inn Express Golden Valley|Minneapolis-St. Paul,Holiday Inn Express Hotel & Suites Golden Valley Minneapolis,0.868421052632
Towneplace Suites St Louis Park|Minneapolis-St. Paul,Towneplace Suites Downtown Minneapolis,0.701754385965
Holiday Inn Express|Tombstone,Holiday Inn Express Tombstone,1.0
Holiday Inn Express|Howell,Holiday Inn Express Hotel & Suites Howell,0.791666666667
Doubletree Commerce|Los Angeles - San Gabriel Valley,Doubletree Hotel Commerce Los Angeles,0.974358974359
Best Western Markland|Los Angeles - San Gabriel Valley,Best Western Mikado Hotel Los Angeles,0.85
Best Western Montebello|Los Angeles - San Gabriel Valley,Best Western Mikado Hotel Los Angeles,0.714285714286
Days Inn|Los Angeles - San Gabriel Valley,Rodeway Inn Los Angeles,0.736842105263
Best Western Markland|Los Angeles - San Gabriel Valley,Best Western Mikado Hotel Los Angeles,0.85
Extended StayAmerica Arcadia|Los Angeles - San Gabriel Valley,Extended Stay America Hotel Los Angeles,0.816326530612
Westin|Los Angeles - San Gabriel Valley,Westin Hotel LAX Los Angeles,0.705882352941
Hampton Inn|Poughkeepsie - Fishkill,Hampton Inn Fishkill,1.0
Holiday Inn|Poughkeepsie - Fishkill,Holiday Inn Fishkill,1.0
Holiday Inn Kingston|Poughkeepsie - Fishkill,Holiday Inn Fishkill,0.709677419355
Days Inn|Poughkeepsie - Fishkill,Days Inn Poughkeepsie,1.0
Staybridge Suites|Tallahassee,Staybridge Suites East Tallahassee,0.871794871795
Holiday Inn Hotel and Suites|Tallahassee,Holiday Inn Hotel & Suites North Tallahassee,0.826086956522
Four Points|Tallahassee,Four Points Hotel North Tallahassee,0.758620689655
Comfort Inn|Tallahassee,Comfort Inn Tallahassee,1.0
Towneplace Suites|Tallahassee,TownePlace Suites Tallahassee,1.0
Doubletree|Tallahassee,Doubletree Hotel Tallahassee,1.0
Residence Inn Universities at the Capitol|Tallahassee,Residence Inn Universities Capitol Tallahassee,0.906666666667
Holiday Inn Capitol East|Tallahassee,Holiday Inn Capitol East Tallahassee,1.0
Red Lion|Port Angeles,Red Lion Hotel Port Angeles,1.0
Radisson|Utica - Rome,Radisson Hotel Utica (New York),1.0
Residence Inn Salinas Monterey|Salinas,Residence Inn Salinas,0.722222222222
Holiday Inn Express|Salinas,Holiday Inn Express Hotel & Suites Salinas,0.791666666667
Best Western SalinasMonterey|Salinas,Best Western Monterey Hotel Salinas,1.0
Holiday Inn|Portsmouth - Kittery,Holiday Inn Portsmouth (New Hampshire),1.0
Anchorage Inn and Suites|Portsmouth - Kittery,Anchorage Inn & Suites Portsmouth (New Hampshire),0.952380952381
Fairfield Inn|Portsmouth - Kittery,Fairfield Inn Seacoast Portsmouth (New Hampshire),0.742857142857
Comfort Inn|Portsmouth - Kittery,Comfort Inn Portsmouth (New Hampshire),1.0
La Quinta Inn|Cocoa Beach - Merritt Island,La Quinta Inn Cocoa Beach,1.0
International Palms Resort|Cocoa Beach - Merritt Island,International Palms Resort Cocoa Beach,1.0
Holiday Inn|Cocoa Beach - Merritt Island,Days Inn Cocoa Beach,0.736842105263
Holiday Inn Express Suites Algonquin|Chicago Suburbs,Holiday Inn Express Hotel & Suites Midway Airport Chicago,0.725
Holiday Inn|Chicago Suburbs,Midway Inn Chicago,0.761904761905
Hilton|Chicago Suburbs,Hilton Hotel Chicago,1.0
Renaissance|Chicago Suburbs,Renaissance Suites Hotel Chicago,0.758620689655
Embassy Suites|Chicago Suburbs,Embassy Suites Downtown Chicago,0.756756756757
Hilton Suites|Chicago Suburbs,City Suites Hotel Chicago,0.75
Hyatt Regency Woodfield|Chicago Suburbs,Hyatt Regency Hotel Chicago,0.722222222222
Renaissance|Chicago Suburbs,Renaissance Suites Hotel Chicago,0.758620689655
Best Western Golden Spike|The Black Hills,Best Western Adena Inn Chillicothe (Ohio),0.765957446809
Country Inn and Suites|The Black Hills,Country Inn & Suites Athens (Georgia),0.947368421053
La Quinta Inn and Suites|The Black Hills,La Quinta Inn & Suites Weatherford (Texas),0.952380952381
Americas Best Value Inn|The Black Hills,Americas Best Value Inn Athens (Tennessee),1.0
Best Western Town and Country|The Black Hills,Best Western Inn Hillsboro (Texas),0.731707317073
Quality Inn|The Black Hills,Quality Inn Hillsville,1.0
Holiday Inn|The Black Hills,Holiday Inn Athens (Georgia),1.0
Howard Johnson Express|The Black Hills,Howard Johnson Express Inn Ruther Glen,0.916666666667
Super|The Black Hills,Super 8 Estherville,0.833333333333
Holiday Inn Select University Parkway|Winston Salem,Holiday Inn Select University Parkway Winston Salem,1.0
Marriott|Winston Salem,Marriott Hotel Winston Salem,1.0
La Quinta Inn|Winston Salem,La Quinta Inn & Suites Winston Salem,0.742857142857
Holiday Inn Hanes Mall|Winston Salem,Days Inn Hanes Mall Winston Salem,0.878048780488
Hotel Palomar|Arlington,Hotel Palomar Arlington (Virginia),1.0
Hyatt Arlington|Arlington,Hyatt Hotel Arlington (Virginia),1.0
Westin Arlington Gateway|Arlington,Westin Gateway Hotel Arlington (Virginia),0.965517241379
Marriott Key Bridge|Arlington,Marriott Hotel Key Bridge Arlington (Virginia),0.974358974359
Sheraton National|Arlington,Sheraton National Hotel Arlington (Virginia),1.0
Courtyard|Arlington,Courtyard Hotel Arlington (Texas),1.0
Hilton Arlington|Arlington,Hilton Hotel Arlington (Texas),1.0
Holiday Inn Arlington at Ballston|Arlington,Holiday Inn Ballston Arlington (Virginia),0.909090909091
Best Western RosslynIwo Jima|Arlington,Best Western Hotel Rosslyn Arlington (Virginia),0.816326530612
Holiday Inn Express|North East,Holiday Inn Express Hotel & Suites North East (Maryland),0.791666666667
Holiday Inn Plainview|Long Island - Nassau,Holiday Inn Quad Cities Rock Island,0.727272727273
Country Inn and Suites East|St. Cloud,Country Inn & Suites East Saint Cloud,0.958333333333
Best Western|St. Cloud,Best Western Kelly Inn Saint Cloud,0.705882352941
Fairfield Inn|St. Cloud,Fairfield Inn Saint Cloud,1.0
Meritage Resort and Spa|Napa - Sonoma,Meritage Resort Napa,0.882352941176
Vino Bello Resort|Napa - Sonoma,Vino Bello Resort Napa,1.0
Marriott|Napa - Sonoma,Marriott Hotel Napa,1.0
River Terrace Inn|Napa - Sonoma,River Terrace Inn Napa,1.0
Embassy Suites|Napa - Sonoma,Embassy Suites Valley Napa,0.8
Hawthorne Inn and Suites|Napa - Sonoma,Hawthorn Suites Napa,0.857142857143
Travelodge|Napa - Sonoma,Travelodge Hotel Napa,1.0
MacArthur Place|Napa - Sonoma,Macarthur Place Inn Sonoma,0.882352941176
Courtyard North|Charlottesville,Courtyard Hotel North Charlottesville,0.967741935484
Doubletree|Charlottesville,Doubletree Hotel Charlottesville,1.0
Omni Charlottesville Hotel|Charlottesville,Omni Hotel Charlottesville,1.0
Residence Inn|Charlottesville,Residence Inn Charlottesville,1.0
Comfort Inn Monticello|Charlottesville,Comfort Inn Monticello Charlottesville,1.0
Courtyard University Medical Center|Charlottesville,Courtyard Hotel University Medical Center Charlottesville,0.985915492958
Holiday Inn University Area|Charlottesville,Holiday Inn University Charlottesville,0.897959183673
Fairfield Inn|Charlottesville,Fairfield Inn Charlottesville,1.0
Red Roof Inn|Charlottesville,Red Roof Inn Charlottesville,1.0
Park Inn|Brunswick,Parkwood Inn Brunswick (Maine),0.8
